Text,Generic Class,Original class,Source,Dialect
Ana c vrai madayrach lkhimar ou moutabarija kima rak t9oul nta mais kayan l'I moutabarija matrabya ala wahda satra Roha rani arfa Bali ghadi nat7asab ala l'I maghatitch cha3ri bsh rabi rah araf niya ta3 koul wahad fina ou ana hmd satra rohi ou nchlh rabi yahdini ou ndirah,non-offensive,Not abusive,(Abainia 2020),DZ
nn rak ghalat tlaamsaniyat hachamat wmachakitch ygolo had lhadra,non-offensive,Not abusive,(Abainia 2020),DZ
c vais.kayen chi nas ki t9ayamhem yehesbo mate9derch t3ich bla bihem.yedoha fi rwahhem bzzzzzf,non-offensive,Not abusive,(Abainia 2020),DZ
Oui m k tkon bien yji nas yedlmok ybdolek ga3 l vie t3ek jm twli tkon bien tojor twli tfker bin lbreh k konti lyuom k waliti m leh yb3ed 3line nas kbeh rabi y3rf asmo reni ngol,non-offensive,Not abusive,(Abainia 2020),DZ
Nn ytfahmou ala plaqè psq zwej rah rali w zmen saib w nas raha thawes ala satra,non-offensive,Not abusive,(Abainia 2020),DZ
Matastfad menha ni la fac ni les étudiants yaw bsahtek ya dzair mohim Lou kan khalsou 3lina ghi ftour w kan jaw yafahmou :/,non-offensive,Not abusive,(Abainia 2020),DZ
Kayna menha khouya machafouch lkirya liraaha b 1 million l lila chafo ghi lghachi li yergod f chatt hokoma ta3 zzz hacha sam3in,offensive,Abusive,(Abainia 2020),DZ
Wahad rah taht srir wki ktalha ktalha lakhatarch rah mgataa srir w ydir fa swalh mahomch mlah,non-offensive,Not abusive,(Abainia 2020),DZ
3lah be ghabrit jatkom 3la 3ayn 3awra hadik chaba hanona 9arya ....ygolo ...hmarna wla 3awed nas....noriyati morabiyati,non-offensive,Not abusive,(Abainia 2020),DZ
" Marhba rwa7 nta w chabiba ga3 li ta3rafha hhhhhh, nroubloha ",non-offensive,Not abusive,(Abainia 2020),DZ
15.fiha charte w haja ta3 dehab w kabch.w khatem l khotba wahdeh......koli yyetkam b 18,non-offensive,Not abusive,(Abainia 2020),DZ
700 da w pizza 250 da w tala3 w chaba lmakla ghi yekhal3o fikom,non-offensive,Not abusive,(Abainia 2020),DZ
VIVE NORIA NORIA BENGHEBRIT wli ma bghach ydezzzzz m3ahom,offensive,Abusive,(Abainia 2020),DZ
Ana wlh rada nchalah 3arsi macharto 3liya walo basah kolach dartah w ba zyada,non-offensive,Not abusive,(Abainia 2020),DZ
hadok ma nhadroche 3lihome hadok karita foug larde,non-offensive,Not abusive,(Abainia 2020),DZ
Ana nrouh des foi m3a wald kheti nsaydo aaaaa porsay nmouuut 3lik,non-offensive,Not abusive,(Abainia 2020),DZ
Ih yak 5adam 3a roho 3lah hata chehal w ma ablich wach,non-offensive,Not abusive,(Abainia 2020),DZ
Makach lahmara kima kima kifak rohi 3ande tbibe golilah yagta3lek mandak lsan twil kherma dak nagat3ahlek ana brohi,offensive,Abusive,(Abainia 2020),DZ
Haja bayna kol wahad wach rah katblah rabi nchalah rabi ya3tina 3la Hassab globna,non-offensive,Not abusive,(Abainia 2020),DZ
" Oui lah ysahel 3la kol wa7ed , ma zado ma na9so fina ",non-offensive,Not abusive,(Abainia 2020),DZ
Emmmm bsahtak nti wach tabghi nte3tlemcen wala tounan,non-offensive,Not abusive,(Abainia 2020),DZ
Wakalehom ghi zera3 nokhala le3laf couplihom 7awas bihom hhhhhhhh,non-offensive,Not abusive,(Abainia 2020),DZ
Khoya mtali zawaj BL hob momkin wla zawali ydi wahda lah ghalb 3liiiha mankadboch 3la rwahna,non-offensive,Not abusive,(Abainia 2020),DZ
Ma femme rabi yarhamha wa ywassa3e 3alayha wa yaskounha fassiha jinanih ربي يرحمها,non-offensive,Not abusive,(Abainia 2020),DZ
Roh la gar routiere qui s'appelle rhiba men ba3d ched el bus ta3 3in fezza wki tawsal golhom baghi nroh le beni 3ad hadi karya fiha elmaghara wellah ysahel,non-offensive,Not abusive,(Abainia 2020),DZ
Wlh ila rani fi 127 w mazal makamaltch swalhi zwaj smatli hhhh,non-offensive,Not abusive,(Abainia 2020),DZ
LAH YERHAMHA BALAK WLAT MIMA AKBAR MO3AMIRA 3andha 90 ans,non-offensive,Not abusive,(Abainia 2020),DZ
Li rahom ychawho f som3a ta3 portsay w rahom 3arfin rwahom yhoto des photo ta3 des plage moshkin waygoulo ta3 portsay ana ngoulah portsay nkaya 3la darkom,offensive,Abusive,(Abainia 2020),DZ
Awdi chaab gaa thalab sayi porsy mabkalhch rah kaWi paraport awam li fato wlh la tounes 5 milion 8 jour kolch kalas hhh porsy 5 milion hhhh 5 jour w tjama3 foug lwsakh w karaa maa b 50 da hhhh vive tunes,non-offensive,Not abusive,(Abainia 2020),DZ
lwken wled porsay houma li gadbine les resterente lawken lhala mahich ghelya maiq ghi brawiya jareb rouh lchi hanout molah m porsi tajber moin cher 3ala lokhrin,non-offensive,Not abusive,(Abainia 2020),DZ
###### amin nchallah rabi ya3tikom 3la hssab ma tetmenawe,non-offensive,Not abusive,(Abainia 2020),DZ
Haaad 3am n3oumoi f port wela interditt teni kima 3am li fat,non-offensive,Not abusive,(Abainia 2020),DZ
Hna fi maghnia walah mayacharto yatalbo ri lahna bark w kayan wahd lmatal ygol dif ma yatcharat w mol dar ma yfarat machi rihoma machartoch w nta tjik 3la galbak madir walo 3awad hchoma tadiha batal,non-offensive,Not abusive,(Abainia 2020),DZ
Hhhhh hadi mchi portsay raltouk porsay fiha des port f la plage ta3ha 3and dakhla,non-offensive,Not abusive,(Abainia 2020),DZ
Porsay makhoshach hado swalah bach twali chaba porsay ki mayjouhach lmkhal3a tazyan w hadi hiya porsay li 3ajbatah marhba li ma3ajbatahch ychouf ghirha pffffd,non-offensive,Not abusive,(Abainia 2020),DZ
Hna rak kayan bzf li raha kalyathom hada fcbk rana ngasro fih w nfowto fih wkita hada makan rah kayan hna bzf rkhas hacha li mayastahalch,offensive,Abusive,(Abainia 2020),DZ
Wach howa ki tedkhli yla rabbi keteb ndirou ma3refa m.dorka hhhh kol khtra yaghk9oli la pus,non-offensive,Not abusive,(Abainia 2020),DZ
ooooh hafdak amira mercii ala arwahi nti difa khalas 3lia mrahba bik,non-offensive,Not abusive,(Abainia 2020),DZ
lah yssalmak nchalah hafdak khalida nti khalssi kanan w ana jue h h,non-offensive,Not abusive,(Abainia 2020),DZ
Ri rabi li ya3lam b lagloub balak motabarija w gabda rou7ha khir m hadi :) :),non-offensive,Not abusive,(Abainia 2020),DZ
Lah ybarak mrahba. Bik f tlemcen takli karantita nte3na,non-offensive,Not abusive,(Abainia 2020),DZ
###### hhhh walah ya amira w lkaran di maghnia chhal bnin hh,non-offensive,Not abusive,(Abainia 2020),DZ
Li tal9aha fi kach Bali kayan 3ars tama fi Hadik dar,non-offensive,Not abusive,(Abainia 2020),DZ
nta li rak tatRah had soal sama hata li ba lhijab wa rak tgolha yak pffff bahdaltna,non-offensive,Not abusive,(Abainia 2020),DZ
Ghi mahboul li yekri b1million w zid f porcai.l'année passe mchit l tounes wellah rasi hbas.,non-offensive,Not abusive,(Abainia 2020),DZ
akhdam sa7bi rabi y3awnek madirech ga3 3la lhadra homa darbo darbethom adrob darebtek khoya kayen saif wa7ed fe l3am,non-offensive,Not abusive,(Abainia 2020),DZ
Mobilis état mais lkhlas lanam ta3tik chwiya w mobilis chwiya tjik chahria mliha khir men walo rabi ysahal,non-offensive,Not abusive,(Abainia 2020),DZ
mach ga3 kayen wled familya w kayen bnate familya kima kayen wled la7ram w bnate 7ram 7na daymen noulo allah yla9ina beli khire mena,non-offensive,Not abusive,(Abainia 2020),DZ
Chof la3ris li rah karah ki zawaj wahda shabatha chabin 3liha,non-offensive,Not abusive,(Abainia 2020),DZ
Hhhhh lokan ja zawaj be lmatlo3 ga3 lbenat ya waliw ya3rfo hhhhh,non-offensive,Not abusive,(Abainia 2020),DZ
ANA M3a fath lhodod lakhatar cha3b masabch wacha yakhdam wali khatih lahdada yba3ad 3lik OK hna m3a lahdada wawlad lahdada,non-offensive,Not abusive,(Abainia 2020),DZ
Milion wanisf mellion chahid machi milion sahah ma3loumatek,non-offensive,Not abusive,(Abainia 2020),DZ
Walah manahdar nchof bark matgadch tahdar ya3jaz lisan 3ani natg,non-offensive,Not abusive,(Abainia 2020),DZ
" Cha3b yahder ghi 3La karchou W . . . ! Laghla rah partou fi l'Algérie
Ila rak baghi rkha rouh l bâcher W fawat vacance w salat 3la nbi . ",non-offensive,Not abusive,(Abainia 2020),DZ
Bayna ghadi tih chta ..... hhhhh publiyit 9balha lyoum ki sralek,non-offensive,Not abusive,(Abainia 2020),DZ
1 we 3 rjal wlad rjal we nsa kifah ye3tikom khaterkom tedahko 3la nas homa fi lwa9i3 momkin ykono khir menkom we li ma ghlatch fe denya hadi yjadelni,non-offensive,Not abusive,(Abainia 2020),DZ
Rani 3ayatlo wahkit am3ah wkali banti mzawaja wana kotlo hia 3aytatli walkat am3ai wkatli nohrab am3ak,non-offensive,Not abusive,(Abainia 2020),DZ
Hhhhhhh oui galek diha tiartia w thena hhhhhh chamss din,non-offensive,Not abusive,(Abainia 2020),DZ
Aya ma3lih hada sliman nta3kom ghadi ndiroh modir wla mo3alim ....ghi thano....hna m3ana ljaych w amen w ntoma kamloh fel fass.....................................................................................................,non-offensive,Not abusive,(Abainia 2020),DZ
w mourssli ministre de sport w chemssou ministre te3 chou2oun diniya,non-offensive,Not abusive,(Abainia 2020),DZ
" Oui lah ysahel 3la kol wa7ed , ma zado ma na9so fina ",non-offensive,Not abusive,(Abainia 2020),DZ
Machi taw3i basah ntoma rakom tahadro bsah porsi toujour m3amra libgha bgha w li krah krah,non-offensive,Not abusive,(Abainia 2020),DZ
Kad.yakouno.kalamoki.sahih.Ala.baàdi.Arijal.Lakine.mahma.Yakon.falmarà.almotahajiba.tabka.Mohtarama..Aktar.min.almotabarija.hâta.Wa.law.Anana.fi.majtamaà.la.yarham.Wa.motakhalif.,non-offensive,Not abusive,(Abainia 2020),DZ
" le pègre
Alah ybarak ala sayada ta3 marsa ben mhidi masha allah khoya khirou ",non-offensive,Not abusive,(Abainia 2020),DZ
Nta rak tbah ghi ki tih chta hhhhh gholale Hhhhh 9lile li yafhamha,non-offensive,Not abusive,(Abainia 2020),DZ
Ana wald lahdada wnabghi lahdada ga3 nass kanat aycha bihaa lah yjib sa3at lkhir yarabii,non-offensive,Not abusive,(Abainia 2020),DZ
Normal khoya nkhalas 20 bsaha bsah ndiir d'Aruba ldarhom,non-offensive,Not abusive,(Abainia 2020),DZ
Rani fi Jijel a la bien raha likoum port sey agou3dou taklou f ba3dakoum,non-offensive,Not abusive,(Abainia 2020),DZ
nsa7tha b jana w rak baghi tadiha l'naar :v,non-offensive,Not abusive,(Abainia 2020),DZ
Hada inessane l'Irak tahwasse 3alih jari wacheta tahtaje manou madeli numéro ta3ak,non-offensive,Not abusive,(Abainia 2020),DZ
Ness dat b 80 million w talgo win raha baraka f had zman ?,non-offensive,Not abusive,(Abainia 2020),DZ
N3am ana sahbi da mn tma imam nta3 diik blasa howa li chrat 3liiiih,non-offensive,Not abusive,(Abainia 2020),DZ
hhhhhh aya mlih ewa nji tkhalasli h 3 mil hhh,non-offensive,Not abusive,(Abainia 2020),DZ
Sehab lakheyam 3am lifat kano ydiro lakheyam o yjibo m3ahom 9h....b yakhadmo bihom fa chat,non-offensive,Not abusive,(Abainia 2020),DZ
Lah ralab malha9nach mana9adroch njibo bnat nas wnarbnohom ahna fo9ara wlrani الله,non-offensive,Not abusive,(Abainia 2020),DZ
"Hhhh moi 12 , ma3lich rana ga3din matansawch ghi ta3ardona la 3ars nachat7o",non-offensive,Not abusive,(Abainia 2020),DZ
had lakadou rouh 3atih lawlida nat3k kirlk kouya bant had la9is rahoum ri nata3 maslha,non-offensive,Not abusive,(Abainia 2020),DZ
Mazal malkina bent lahram.rak tchof ali tahdar m3aha zoj kalmat tgolak ana bant famila en diri hna wlad hram ',non-offensive,Not abusive,(Abainia 2020),DZ
A koya ana wald maghnia o chate lab7orate porsy rah fih choya ra7ma o zide hado i li9i ndirolhom kima 3am 3am nkhalio i walde la blade i ba7are bach haka mayzidoch i ka3aro 3lina,non-offensive,Not abusive,(Abainia 2020),DZ
Lbo3d mlih wkolch balmaktob ana saksit wmfiha walo + balak hna mana3rfoch win rah lmaktob,non-offensive,Not abusive,(Abainia 2020),DZ
Ila l9it wahda ta3raf te3djen ghir tzewaj biha psq rahom 9lal 🔥,non-offensive,Not abusive,(Abainia 2020),DZ
L3afw mes ghir tmachay bniytak wkhali galbak adik pwisk llah howa li ijazi mes ki ilomak l3abd wa3ra. :),non-offensive,Not abusive,(Abainia 2020),DZ
Pa moi besah out rani tema brit ngoul l hado nas li rahom ygoulo kolchi rali fi porsay li maykadch maygich,non-offensive,Not abusive,(Abainia 2020),DZ
Hhhhh taklo men 3and bni 3amkom b1 sur tamardo hakminha ri brawiya weli ja marhba bih weli majach rabi ysahal 3lih porsay 3andha nasha,non-offensive,Not abusive,(Abainia 2020),DZ
F portsay makanch ri laghla w Siyaha hak w hak li rako tahkiw 3liha ki takri l en famille may3aytoch l 3 famille wahad khra tfawat vacance m3ahoum ya3ni chambre pour 3 personnes c bn mai portsay bla ma nzid nahki en plus makanch mbata bara f la plage hata had swalah mkhasrinha,non-offensive,Not abusive,(Abainia 2020),DZ
Nn sahbi ana rep 3la s7ab l'as vigas psq tama matnajamch tbat f chat mai porsy nrml Siyaha fiha 3la hsab montality algérienne w mrahba b nas lamlah khoya,non-offensive,Not abusive,(Abainia 2020),DZ
" Nn sayi ha mankhalihalekch fi khatrek ,, 3abasiya jora w rabhat 3liya 😘😘 ",non-offensive,Not abusive,(Abainia 2020),DZ
Ana men 13 wmanhabch bnat tlm kol wahed wgostoh,non-offensive,Not abusive,(Abainia 2020),DZ
"  Lala mahich b3ida. Bezaf kayen bus te3 j jami3a ydir latourni 3lihm
Chi haja goulili ok ",non-offensive,Not abusive,(Abainia 2020),DZ
Hadi man sebah wa nti dahki c sur nhar 3arsak tan tadahkilhom fi wjahom,non-offensive,Not abusive,(Abainia 2020),DZ
Amine tlm ###### khtiwna barkaw m had lhadra zayda hna rana ngasro,non-offensive,Not abusive,(Abainia 2020),DZ
A wedi khouya hada rah yakhtaf kayan f2 b 5000 hâta f porsey,non-offensive,Not abusive,(Abainia 2020),DZ
Yssalmak c vri haja simpl w bnina w rkhissa hhh tji mrahba bik nkhalaslak 2 wala 3,non-offensive,Not abusive,(Abainia 2020),DZ
win ja 100% tlamcani had l3amaria w tifour c une tradition marocaine la3rass 100% tlamcaniyine mafihch had chkil,non-offensive,Not abusive,(Abainia 2020),DZ
Oui b1 sur mes tabgi wala takarhi lhijab farida ok et ntiya raki tgoli matrabya et.... Ma chaa alahe mes lokan tzidi lhijbe twali mara machi onta ok rabi yahdik nchalah w yahdina kamale,non-offensive,Not abusive,(Abainia 2020),DZ
nn machi f ga3 law9ate twajeh kayen khetrate win ykoun ghi chkille donc makan lah t3ayi rassek,non-offensive,Not abusive,(Abainia 2020),DZ
Mrc lah yahfdkom Ana m'en tlm ow ka 3 nhabo 48 wilaya,non-offensive,Not abusive,(Abainia 2020),DZ
its oki goutlek yli9e t3arfi psk nti limra machi ana,non-offensive,Not abusive,(Abainia 2020),DZ
30 milyoun + parur+ labac w laliyons+karako w mansouj tlm,non-offensive,Not abusive,(Abainia 2020),DZ
nn basah 3la koli hal motahjiba li wajhi lah wach jab lajab,non-offensive,Not abusive,(Abainia 2020),DZ
ana ma dertha ni sona ni moda ana jamais na7ite la7ya f 7yati c tt,non-offensive,Not abusive,(Abainia 2020),DZ
oui b1 sur lhna w saha homa kolchi hmd hadi hiya denya ga3 swale7 li ndirohome f had dena juste bach n3ich f lhna wahed yakhdem bach ydire drahem w yethana m lfa9re wahed baghi yetzawej baghi yethana m lwa7daniya wahed baghi yabra baghi yethana m lmarde kolchi 3la lhna nchallah rabi yhanina f denya w l2akhra nchallah,non-offensive,Not abusive,(Abainia 2020),DZ
NN khoya nhar lowal y9olo taskhiir wnba3d 10 mlayn wmba3ad karako nta3 5wziiid dhab twali fi 30,non-offensive,Not abusive,(Abainia 2020),DZ
ok ana machi f tlemcen mai dok nhawas 3lih nchalah,non-offensive,Not abusive,(Abainia 2020),DZ
Nrml kol wa7d y3bar 3la roho yak ma9olnach 7aja 3ayb,non-offensive,Not abusive,(Abainia 2020),DZ
Nn raki galta et rabi yahdik et ila raki haba ngolak win raki galta arwahi privé,non-offensive,Not abusive,(Abainia 2020),DZ
BAL BARAKA iwa ri dabri 3la rohak w khorji man had lbalad,non-offensive,Not abusive,(Abainia 2020),DZ
wlah la3ndah sah iiiiiiiiiiiiiii krahna yji dir wiroh normal 3adi kima gal bilal,non-offensive,Not abusive,(Abainia 2020),DZ
Khti ma tkahltich fel hadra kayen rjal mel rjal wmakanch li ysmah fi hakah alach ntia wkan kan bouk wela khoutek ma yahadrouch ki chgoul dorka hdarti ri kima hada li rah khbet trabaw ana dorka galbi darni chuia w tjik normal insan chareb fi ramdan hda Rabi nkhalass fih .ki dyrin rjal w mkwdin w ramdan yhabssou koulch Allah yahdina w yahdi jmi3,non-offensive,Not abusive,(Abainia 2020),DZ
wache hadi hada li raki tahdri fiha rabk karime raki sayma la 3ibad kidayr,non-offensive,Not abusive,(Abainia 2020),DZ
raki sur beli teskni fi algerie ...??? hado swalah rahom 9elal bah mangolch mekanch,non-offensive,Not abusive,(Abainia 2020),DZ
nanak ana ntir math w madartch médecine fel batal nti zidi 9ri math,offensive,Abusive,(Abainia 2020),DZ
" 106 la prainti l3abha 5atra fi 7yatah bessah fatiha ta3 hemri le3bet 5atra rajel
nass sta7 fooooort bzf bessa7 ygol3o had el mo5anath ",non-offensive,Not abusive,(Abainia 2020),DZ
Ntaya t3ayab 3la jma3at miga mass .wanta 3andak la taille ta3 jou3 .ana vrai na3arfak ki 3ayach fi darkom ? Targdo blivenkeur ? Tfooo bahdaltna lah yjib li ybahadlak ?,offensive,Abusive,(Abainia 2020),DZ
fi had zmen li wsalnelo welina nakrhou chitan bsh ne3bdouh nhebou rabi bsh na3souh,non-offensive,Not abusive,(Abainia 2020),DZ
Llah yhfdhom wsafi ama hadi marida ma walo mokhatra banfss,non-offensive,Not abusive,(Abainia 2020),DZ
Bsahtkom.....bsah 3lah rakom tghayro FINA ha ra3o macha3ir nas lmetgharba,non-offensive,Not abusive,(Abainia 2020),DZ
Fiiim liii Rakii tatfarJii Fiih MaChiii Chbaab bzFf . Basaah hnouda W MouSalsalt :* FoOr bzZf,non-offensive,Not abusive,(Abainia 2020),DZ
Wlah l3adim hhhh ana sbah khamamt fiha golt nas raha tnod hata 15h wana norgod 3la 4 wnod 9 3lah ma3labalich hhhhh,non-offensive,Not abusive,(Abainia 2020),DZ
Fi maghniya ydalo ydiro haka nebka ghil nadhak ki nchoufhom kol wahed w kifeh yeg3od f korssi,non-offensive,Not abusive,(Abainia 2020),DZ
oui lah yehdina techba3 klach wfi la fin tgoulek ma3andich zhar bghaw ga3 3ichou kima turque haja li t7ayrek tgoulek nebghih twil whia fiha metra aya fham nta darwek,non-offensive,Not abusive,(Abainia 2020),DZ
3tik sa7a khouya a3la mo3adel 19.14 man oran whadou ga3diin yakadbou,non-offensive,Not abusive,(Abainia 2020),DZ
Ghi yachaklo .. nass li takhdem f sonatraq sbah yjo f 05:00 l arzew ???????? Normalmant ydiro wahed speciel ghi khadma khir men hadek sotraz,non-offensive,Not abusive,(Abainia 2020),DZ
la thot double sise bach yhoto les 6 tawa3hom w mmb3d twali nta tathakam f les 6,non-offensive,Not abusive,(Abainia 2020),DZ
Khoya tban kbira hadi wellah kayin khir manha w bzf,non-offensive,Not abusive,(Abainia 2020),DZ
Ya3tik saha tegoul talitli 3la galbi w chaft fih ahhhhhhhhhh rab w charani rafad,non-offensive,Not abusive,(Abainia 2020),DZ
Wkkaan nel9aa wlh ma n3ayatlaak techeehdi 3labali belii ntia vrai m9awdaa te9edri gaa3 thaabsi l3aars,offensive,Abusive,(Abainia 2020),DZ
zakara nakara diri wach thibi zakara nakara nwakal 3lik rabi hhhhhhhhhhhhhh,non-offensive,Not abusive,(Abainia 2020),DZ
Malich garna jazayrin W marifa mliha matchrfiN mina. Malich nakamlo hadra fa parivi yala marakich madironjya,non-offensive,Not abusive,(Abainia 2020),DZ
oooh rabi yr7mah nchallah..ça fait laa 3ala9a m3a 3momk hhh,non-offensive,Not abusive,(Abainia 2020),DZ
saksili لي طلع hadi taswira charah ydir darwak min chi nas raha rayha labeid .hhhhhhhhhhh,non-offensive,Not abusive,(Abainia 2020),DZ
Bayna hadi bali nadiha gawriya nchalah ha nadi mbasya kima nti Samia La Classe w likima nti njibihom lwakt saha,non-offensive,Not abusive,(Abainia 2020),DZ
" challah Mahrez fera mieux c'est un algérien comme nous. et Saha Siyameke Sarah Sarah la Bougiote, selmina 3la yema Gouraya et les belles plages de Tichy et de Aokasse. ",non-offensive,Not abusive,(Abainia 2020),DZ
ana rani mhawess10 pays we mazal nzid ki te3jebni blad ma nwelich ila al abad inchalah,non-offensive,Not abusive,(Abainia 2020),DZ
